"ITERATION","YEN","YEN_VAL","YEN_PRICE","USD","USD_VAL","USD_PRICE","YUAN","YUAN_VAL","YUAN_PRICE","EUR","EUR_VAL","MEAN","MEAN_THRESHOLD",
"1372","705897,9","1,1230992","5520,2686","786342,75","1,0834152","822522,2","794628","1,0796369","116565,41","1788307,6","1","683228,9","341614,44",
"1373","705897,9","1,4166234","6963,001","786342,75","1,2717003","965467,2","794628","1,258442","135870,5","1788307,6","1","724152,1","362076,06",
"1374","705897,9","1,1230992","5520,2686","786342,75","1,0834152","822522,2","770560,1","1,0796369","113034,85","1792850,1","1","683481,9","341740,94",
"1375","705897,9","1,1230992","5520,2686","786342,75","1,0834152","822522,2","770560,1","1,0907625","114199,66","1792850,1","1","683773,06","341886,53",
"1376","705897,9","1,1230992","5520,2686","786342,75","1,0834152","822522,2","779712,5","1,0907625","115556,07","1791634,4","1","683808,25","341904,13",
"1377","705897,9","1,1230992","5520,2686","786342,75","1,0834152","822522,2","779712,5","1,0864779","115102,16","1791634,4","1","683694,75","341847,38",
"1378","705897,9","1,1230992","5520,2686","852274,5","1,0834152","891487,5","779712,5","1,0864779","115102,16","1725508","1","684404,5","342202,25",
"1379","705897,9","1,1230992","5520,2686","852274,5","1,0547245","867879,4","779712,5","1,0864779","115102,16","1725508","1","678502,44","339251,22",
"1380","705897,9","1,4166231","6963","852274,5","1,1733216","965466,94","779712,5","1,2825154","135870,5","1725508","1","708452,1","354226,06",
"1381","705897,9","1,4166231","6963","852274,5","1,1733216","965466,94","779712,5","1,2825154","135870,5","1725508","1","708452,1","354226,06",
"1382","705897,9","1,1230992","5520,2686","943752,7","1,0547245","961032,5","779712,5","1,0864779","115102,16","1625563,8","1","676804,6","338402,3",
"1383","705897,9","1,1230992","5520,2686","943752,7","1,0194818","928920,44","779712,5","1,0864779","115102,16","1625563,8","1","668776,6","334388,3",
"1384","705897,9","1,4166231","6963","943752,7","1,0595913","965467","779712,5","1,2825154","135870,5","1625563,8","1","683466,06","341733,03",
"1385","705897,9","1,4166231","6963","943752,7","1,0595913","965467","779712,5","1,2825154","135870,5","1625563,8","1","683466,06","341733,03",
"1386","612211,56","1,1230992","4787,6216","943752,7","1,0194818","928920,44","779712,5","1,0864779","115102,16","1626545,1","1","668838,9","334419,44",
"1387","612211,56","1,1776916","5020,3413","943752,7","1,0194818","928920,44","779712,5","1,0864779","115102,16","1626545,1","1","668897","334448,5",
"1388","612211,56","1,633408","6963","943752,7","1,0595913","965467","779712,5","1,2825154","135870,5","1626545,1","1","683711,4","341855,7",
"1389","612211,56","1,633408","6963","943752,7","1,0595913","965467","779712,5","1,2825154","135870,5","1626545,1","1","683711,4","341855,7",
"1390","612211,56","1,1776916","5020,3413","1037022,5","1,0194818","1020724,4","779712,5","1,0864779","115102,16","1536786,4","1","669408,3","334704,16",
"1391","612211,56","1,1776916","5020,3413","1037022,5","0,96429163","965467","779712,5","1,0864778","115102,15","1536786,4","1","655594","327797",
"1392","612211,56","1,1776916","5020,3413","1037022,5","0,96429163","965467","779712,5","1,0864778","115102,15","1536901,6","1","655622,75","327811,38",
"1393","612211,56","1,1776916","5020,3413","1037022,5","0,96429163","965467","779712,5","1,0864778","115102,15","1536901,6","1","655622,75","327811,38",
"1394","612211,56","1,1776916","5020,3413","1037022,5","0,96429163","965467","832332,25","1,0864778","122869,945","1529449,6","1","655701,75","327850,88",
"1395","612211,56","1,1776916","5020,3413","1037022,5","0,96429163","965467","832332,25","1,063082","120224,11","1529449,6","1","655040,25","327520,13",
"1396","612211,56","1,633408","6963","1037022,5","0,96429163","965467","832332,25","1,2014351","135870,48","1529449,6","1","659437,5","329718,75",
"1397","612211,56","1,633408","6963","1037022,5","0,96429163","965467","832332,25","1,2014351","135870,48","1529449,6","1","659437,5","329718,75",
"1398","612211,56","1,633408","6963","1037022,5","0,96429163","965467","832332,25","1,2014351","135870,48","1529449,6","1","659437,5","329718,75",
"1399","612211,56","1,633408","6963","1037022,5","0,96429163","965467","832332,25","1,2014351","135870,48","1529449,6","1","659437,5","329718,75",
"1400","612211,56","1,633408","6963","1037022,5","0,96429163","965467","832332,25","1,2014351","135870,48","1529449,6","1","659437,5","329718,75",
"1401","612211,56","1,1776916","5020,3413","1037022,5","0,96429163","965467","832332,25","1,063082","120224,11","1530711,6","1","655355,75","327677,88",
"1402","612211,56","1,1776915","5020,3413","1037022,5","0,9642915","965466,9","832332,25","1,063082","120224,11","1530711,6","1","655355,75","327677,88",
"1403","612211,56","1,6334078","6962,9995","1037022,5","0,9642915","965466,9","832332,25","1,2014351","135870,48","1530711,6","1","659753","329876,5",
"1404","612211,56","1,6334078","6962,9995","1037022,5","0,9642915","965466,9","832332,25","1,2014351","135870,48","1530711,6","1","659753","329876,5",
"1405","612211,56","1,6334078","6962,9995","1037022,5","0,9642915","965466,9","832332,25","1,2014351","135870,48","1530711,6","1","659753","329876,5",
"1406","612211,56","1,1776915","5020,3413","1037022,5","0,9642915","965466,9","868792,6","1,063082","125490,54","1525455,8","1","655358,4","327679,2",
"1407","612211,56","1,1776915","5020,3413","1037022,5","0,9642915","965466,9","868792,6","1,0479976","123709,91","1525455,8","1","654913,25","327456,63",
"1408","612211,56","1,6334078","6962,9995","1037022,5","0,9642915","965466,9","868792,6","1,1510148","135870,48","1525455,8","1","658439","329219,5",
"1409","693263,3","1,1776915","5684,993","1037022,5","0,9642915","965466,9","868792,6","1,0479976","123709,91","1524600,3","1","654865,5","327432,75",
"1410","693263,3","1,1298808","5454,199","1037022,5","0,9642914","965466,75","868792,6","1,0479976","123709,91","1524600,3","1","654807,75","327403,88",
"1411","693263,3","1,1298808","5454,199","1037022,5","0,9642914","965466,75","868792,6","1,0479976","123709,91","1532790,8","1","656855,4","328427,7",
"1412","693263,3","1,1298808","5454,199","1037022,5","0,9642914","965466,75","868792,6","1,0479976","123709,91","1532790,8","1","656855,4","328427,7",
"1413","693263,3","1,1298808","5454,199","1037022,5","0,9642914","965466,75","868792,6","1,0479976","123709,91","1536164","1","657698,75","328849,38",
"1414","693263,3","1,1298808","5454,199","1037022,5","0,9642914","965466,75","868792,6","1,0479976","123709,91","1536164","1","657698,75","328849,38",
"1415","693263,3","1,1298808","5454,199","1037022,5","0,9642914","965466,75","799123,3","1,0479976","113789,5","1547152,5","1","657965,75","328982,88",
"1416","693263,3","1,1298808","5454,199","1037022,5","0,9642914","965466,75","799123,3","1,0776087","117004,61","1547152,5","1","658769,5","329384,75",
"1417","693263,3","1,4424405","6962,9985","1037022,5","0,9642914","965466,75","799123,3","1,2513627","135870,47","1547152,5","1","663863,2","331931,6",
"1418","693263,3","1,1298808","5454,199","993424,3","0,9642914","924876,9","799123,3","1,0776087","117004,61","1592021,1","1","659839,2","329919,6",
"1419","693263,3","1,1298808","5454,199","993424,3","1,0021988","961234,9","799123,3","1,0776087","117004,61","1592021,1","1","668928,7","334464,34",
"1420","693263,3","1,4424405","6962,9985","993424,3","1,006611","965466,7","799123,3","1,2513627","135870,47","1592021,1","1","675080,3","337540,16",
"1421","703017,5","1,1298808","5530,94","993424,3","1,0021988","961234,9","799123,3","1,0776087","117004,61","1591929,1","1","668924,9","334462,44",
"1422","703017,5","1,1246309","5505,241","993424,3","1,0021988","961234,9","799123,3","1,0776087","117004,61","1591929,1","1","668918,5","334459,25",
"1423","703017,5","1,422427","6962,999","993424,3","1,006611","965466,7","799123,3","1,2513627","135870,47","1591929,1","1","675057,3","337528,66",
"1424","703017,5","1,1246309","5505,241","993424,3","1,0021988","961234,9","718908,8","1,0776087","105259,91","1606299,3","1","669574,8","334787,4",
"1425","703017,5","1,1246309","5505,241","993424,3","1,0021988","961234,9","718908,8","1,1162832","109037,59","1606299,3","1","670519,25","335259,63",
"1426","667722,2","1,1246309","5228,8477","993424,3","1,0021988","961234,9","718908,8","1,1162832","109037,59","1606586,5","1","670522","335261",
"1427","667722,2","1,1441073","5319,4014","993424,3","1,0021988","961234,9","718908,8","1,1162832","109037,59","1606586,5","1","670544,6","335272,3",
"1428","667722,2","1,1441073","5319,4014","1000108,94","1,0021988","967702,9","718908,8","1,1162832","109037,59","1600286,3","1","670586,5","335293,25",
"1429","667722,2","1,1441073","5319,4014","1000108,94","0,99988294","965466,75","718908,8","1,1162832","109037,59","1600286,3","1","670027,5","335013,75",
"1430","667722,2","1,1441073","5319,4014","1000108,94","0,99988294","965466,75","756745","1,1162832","114776,24","1594866,8","1","670107,25","335053,63",
"1431","667722,2","1,1441073","5319,4014","1000108,94","0,99988294","965466,75","756745","1,09736","112830,57","1594866,8","1","669620,9","334810,44",
"1432","667722,2","1,4976156","6962,999","1000108,94","0,99988294","965466,75","756745","1,32144","135870,48","1594866,8","1","675791,75","337895,88",
"1433","667722,2","1,4976156","6962,999","1000108,94","0,99988294","965466,75","756745","1,32144","135870,48","1594866,8","1","675791,75","337895,88",
"1434","743700,8","1,1441073","5924,684","1000108,94","0,99988294","965466,75","756745","1,09736","112830,57","1594166,5","1","669597,1","334798,56",
"1435","743700,8","1,103738","5715,634","1000108,94","0,99988294","965466,75","756745","1,09736","112830,57","1594166,5","1","669544,9","334772,44",
"1436","644888,2","1,103738","4956,22","1000108,94","0,99988294","965466,75","756745","1,09736","112830,57","1594977,5","1","669557,75","334778,88",
"1437","644888,2","1,1574545","5197,4287","1000108,94","0,99988294","965466,75","756745","1,09736","112830,57","1594977,5","1","669618,06","334809,03",
"1438","644888,2","1,5506426","6962,999","1000108,94","0,99988294","965466,75","756745","1,32144","135870,48","1594977,5","1","675819,44","337909,72",
"1439","644888,2","1,5506426","6962,999","1000108,94","0,99988294","965466,75","756745","1,32144","135870,48","1594977,5","1","675819,44","337909,72",
"1440","644888,2","1,5506426","6962,999","1000108,94","0,99988294","965466,75","756745","1,32144","135870,48","1594977,5","1","675819,44","337909,72",
"1441","599267,25","1,1574545","4829,75","1000108,94","0,99988294","965466,75","756745","1,09736","112830,57","1595508","1","669658,75","334829,38",
"1442","599267,25","1,1861106","4949,324","1000108,94","0,9998828","965466,6","756745","1,09736","112830,57","1595508","1","669688,6","334844,3",
"1443","599267,25","1,1861106","4949,324","1100051,1","0,9998828","1061947","756745","1,09736","112830,57","1501384,5","1","670277,9","335138,94",
"1444","599267,25","1,1861106","4949,324","1100051,1","0,90904117","965466,6","756745","1,09736","112830,57","1501384,5","1","646157,75","323078,88",
"1445","676043,6","1,1861106","5583,4175","1100051,1","0,90904117","965466,6","756745","1,09736","112830,57","1500787,4","1","646167","323083,5",
"1446","676043,6","1,1393937","5363,505","1100051,1","0,90904117","965466,6","756745","1,09736","112830,57","1500787,4","1","646112","323056",
"1447","676043,6","1,1393937","5363,505","1100051,1","0,90904117","965466,6","756745","1,09736","112830,57","1502257,4","1","646479,5","323239,75",
"1448","676043,6","1,1393937","5363,505","1100051,1","0,90904117","965466,6","756745","1,09736","112830,57","1502257,4","1","646479,5","323239,75",
"1449","676043,6","1,1393937","5363,505","1100051,1","0,90904117","965466,6","756745","1,09736","112830,57","1502702,1","1","646590,75","323295,38",
"1450","676043,6","1,1393937","5363,505","1100051,1","0,90904117","965466,6","756745","1,09736","112830,57","1502702,1","1","646590,75","323295,38",
"1451","676043,6","1,1393937","5363,505","1100051,1","0,90904117","965466,6","690741,94","1,09736","102989,516","1513493,4","1","646828,25","323414,13",
"1452","676043,6","1,1393937","5363,505","1100051,1","0,90904117","965466,6","690741,94","1,1312547","106170,61","1513493,4","1","647623,5","323811,75",
"1453","676043,6","1,1393937","5363,505","1053940,3","0,90904117","924997,1","690741,94","1,1312547","106170,61","1555571,6","1","648025,75","324012,88",
"1454","676043,6","1,1393937","5363,505","1053940,3","0,94881254","965466,6","690741,94","1,1312547","106170,61","1555571,6","1","658143,1","329071,56",
"1455","676043,6","1,4791814","6962,9995","1053940,3","0,94881254","965466,6","690741,94","1,4477085","135870,45","1555571,6","1","665967,94","332983,97",
"1456","676043,6","1,4791814","6962,9995","1053940,3","0,94881254","965466,6","690741,94","1,4477085","135870,45","1555571,6","1","665967,94","332983,97",
"1457","676043,6","1,4791814","6962,9995","1053940,3","0,94881254","965466,6","690741,94","1,4477085","135870,45","1555571,6","1","665967,94","332983,97",
"1458","616449,56","1,1393937","4890,706","1053940,3","0,94881254","965466,6","690741,94","1,1312547","106170,61","1556220,5","1","658187,1","329093,56",
"1459","616449,56","1,1749865","5043,4834","1053940,3","0,94881254","965466,6","690741,94","1,1312547","106170,61","1556220,5","1","658225,3","329112,66",
"1460","616449,56","1,6221783","6962,999","1053940,3","0,94881254","965466,6","690741,94","1,4477085","135870,45","1556220,5","1","666130,1","333065,06",
"1461","616449,56","1,1749865","5043,4834","1053940,3","0,94881254","965466,6","695303,7","1,1312547","106871,77","1555380,6","1","658190,6","329095,3",
"1462","616449,56","1,1749865","5043,4834","1053940,3","0,94881254","965466,6","695303,7","1,1287752","106637,53","1555380,6","1","658132,06","329066,03",
"1463","616449,56","1,1749865","5043,4834","1007233,94","0,94881254","922681,06","695303,7","1,1287752","106637,53","1601400,6","1","658940,7","329470,34",
"1464","616449,56","1,1749865","5043,4834","1007233,94","0,99280983","965466,6","695303,7","1,1287752","106637,53","1601400,6","1","669637,06","334818,53",
"1465","616449,56","1,6221783","6962,999","1007233,94","0,99280983","965466,6","695303,7","1,4382104","135870,45","1601400,6","1","677425,2","338712,6",
"1466","616449,56","1,1749865","5043,4834","1007233,94","0,99280983","965466,6","695303,7","1,1287752","106637,53","1602131,5","1","669819,75","334909,88",
"1467","616449,56","1,1749865","5043,4834","1007233,94","0,99280983","965466,6","695303,7","1,1287752","106637,53","1602131,5","1","669819,75","334909,88",
"1468","616449,56","1,1749865","5043,4834","944309,7","0,99280983","905151,7","695303,7","1,1287752","106637,53","1664296,3","1","670282,25","335141,13",
"1469","616449,56","1,1749865","5043,4834","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1664296,3","1","676315,75","338157,88",
"1470","616449,56","1,6221783","6962,999","944309,7","1,0589659","965466,6","695303,7","1,4382104","135870,45","1664296,3","1","693149,1","346574,56",
"1471","654130,94","1,1749865","5351,7734","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1663911,5","1","676296,6","338148,3",
"1472","654130,94","1,1519771","5246,971","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1663911,5","1","676270,44","338135,22",
"1473","654130,94","1,1519771","5246,971","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1664032","1","676300,56","338150,28",
"1474","654130,94","1,1519771","5246,971","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1664032","1","676300,56","338150,28",
"1475","654130,94","1,5287323","6962,9985","944309,7","1,0589659","965466,6","695303,7","1,4382102","135870,44","1664032","1","693083","346541,5",
"1476","654130,94","1,1519771","5246,971","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1664287,4","1","676364,4","338182,2",
"1477","654130,94","1,1519771","5246,971","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1664287,4","1","676364,4","338182,2",
"1478","654130,94","1,1519771","5246,971","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1668260,5","1","677357,7","338678,84",
"1479","654130,94","1,1519771","5246,971","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1668260,5","1","677357,7","338678,84",
"1480","654130,94","1,5287323","6962,9985","944309,7","1,0589659","965466,6","695303,7","1,4382102","135870,44","1668260,5","1","694140,1","347070,06",
"1481","654130,94","1,5287323","6962,9985","944309,7","1,0589659","965466,6","695303,7","1,4382102","135870,44","1668260,5","1","694140,1","347070,06",
"1482","624294,5","1,1519771","5007,645","944309,7","1,0192811","929285,75","695303,7","1,1287752","106637,53","1668587,9","1","677379,7","338689,84",
"1483","624294,5","1,1700441","5086,182","944309,7","1,0192811","929285,75","695303,7","1,1287751","106637,52","1668587,9","1","677399,3","338699,66",
"1484","624294,5","1,1700441","5086,182","944309,7","1,0192811","929285,75","606963,06","1,1287751","93088,875","1682621,3","1","677520,5","338760,25",
"1485","624294,5","1,1700441","5086,182","944309,7","1,0192811","929285,75","606963,06","1,181077","97402,16","1682621,3","1","678598,9","339299,44",
"1486","624294,5","1,1700441","5086,182","944309,7","1,0192811","929285,75","606963,06","1,181077","97402,16","1683723,8","1","678874,5","339437,25",
"1487","624294,5","1,1700441","5086,182","944309,7","1,0192811","929285,75","606963,06","1,181077","97402,16","1683723,8","1","678874,5","339437,25",
"1488","624294,5","1,6017939","6962,999","944309,7","1,0589658","965466,56","606963,06","1,6475347","135870,42","1683723,8","1","698005,94","349002,97",
"1489","624294,5","1,6017939","6962,999","944309,7","1,0589658","965466,56","606963,06","1,6475347","135870,42","1683723,8","1","698005,94","349002,97",
"1490","624294,5","1,1700441","5086,182","892105,7","1,0192811","877912,3","606963,06","1,181077","97402,16","1742066,3","1","680616,75","340308,38",
"1491","624294,5","1,1700441","5086,182","892105,7","1,0387874","894713,1","606963,06","1,181077","97402,16","1742066,3","1","684816,94","342408,47",
"1492","624294,5","1,6017939","6962,999","892105,7","1,120934","965466,5","606963,06","1,6475347","135870,42","1742066,3","1","712591,5","356295,75",
"1493","624294,5","1,1700441","5086,182","892105,7","1,0387874","894713,1","606963,06","1,181077","97402,16","1745370,6","1","685643","342821,5",
"1494","624294,5","1,170044","5086,1816","892105,7","1,0387874","894713,1","606963,06","1,181077","97402,16","1745370,6","1","685643","342821,5",
"1495","624294,5","1,6017936","6962,9976","892105,7","1,120934","965466,5","606963,06","1,6475347","135870,42","1745370,6","1","713417,6","356708,8",
"1496","624294,5","1,6017936","6962,9976","892105,7","1,120934","965466,5","606963,06","1,6475347","135870,42","1745370,6","1","713417,6","356708,8",
"1497","624294,5","1,170044","5086,1816","987781,25","1,0387874","990668,3","606963,06","1,181077","97402,16","1649647,5","1","685701","342850,5",
"1498","624294,5","1,170044","5086,1816","987781,25","1,0041037","957591,25","606963,06","1,1810769","97402,15","1649647,5","1","677431,75","338715,88",
"1499","624294,5","1,6017936","6962,9976","987781,25","1,0123614","965466,5","606963,06","1,6475346","135870,4","1649647,5","1","689486,9","344743,44",
"1500","624294,5","1,6017936","6962,9976","987781,25","1,0123614","965466,5","606963,06","1,6475346","135870,4","1649647,5","1","689486,9","344743,44",
"1501","624294,5","1,170044","5086,1816","1047519,56","1,0041037","1015503,8","606963,06","1,1810769","97402,15","1597017,6","1","678752,44","339376,22",
"1502","624294,5","1,170044","5086,1816","1047519,56","0,9546281","965466,5","606963,06","1,1810769","97402,15","1597017,6","1","666243,1","333121,56",
"1503","624294,5","1,6017935","6962,997","1047519,56","0,9546281","965466,5","606963,06","1,6475346","135870,4","1597017,6","1","676329,4","338164,7",
"1504","700329,5","1,170044","5705,6455","1047519,56","0,9546281","965466,5","606963,06","1,1810769","97402,15","1596189,6","1","666191","333095,5",
"1505","700329,5","1,1260678","5491,198","1047519,56","0,9546281","965466,5","606963,06","1,1810769","97402,15","1596189,6","1","666137,4","333068,7",
"1506","700329,5","1,4278862","6962,997","1047519,56","0,9546281","965466,5","606963,06","1,6475346","135870,4","1596189,6","1","676122,4","338061,2",
"1507","700329,5","1,4278862","6962,997","1047519,56","0,9546281","965466,5","606963,06","1,6475346","135870,4","1596189,6","1","676122,4","338061,2",
"1508","700329,5","1,1260678","5491,198","1101434,5","0,9546281","1015158,25","606963,06","1,1810769","97402,15","1549755,6","1","666951,8","333475,9",
"1509","700329,5","1,1260678","5491,198","1101434,5","0,9078993","965466,5","606963,06","1,1810769","97402,15","1549755,6","1","654528,9","327264,44",
"1510","700329,5","1,1260678","5491,198","1078929,8","0,9078993","945739,9","606963,06","1,1810769","97402,15","1570502,4","1","654783,9","327391,94",
"1511","700329,5","1,1260678","5491,198","1078929,8","0,92683667","965466,5","606963,06","1,1810769","97402,15","1570502,4","1","659715,56","329857,78",
"1512","700329,5","1,4278862","6962,997","1078929,8","0,92683667","965466,5","606963,06","1,6475344","135870,39","1570502,4","1","669700,56","334850,28",
"1513","700329,5","1,1260678","5491,198","1078929,8","0,92683667","965466,5","576371,1","1,1810769","92492,914","1578009,3","1","660365","330182,5",
"1514","700329,5","1,1260678","5491,198","1078929,8","0,92683667","965466,5","576371,1","1,2016137","94101,2","1578009,3","1","660767","330383,5",
"1515","700329,5","1,1260678","5491,198","981423,6","0,92683667","878214,4","576371,1","1,2016137","94101,2","1671174","1","662245,2","331122,6",
"1516","700329,5","1,1260678","5491,198","981423,6","1,0062672","953477,94","576371,1","1,2016137","94101,2","1671174","1","681061,1","340530,56",
"1517","700329,5","1,4278861","6962,996","981423,6","1,0189195","965466,5","576371,1","1,7349802","135870,39","1671174","1","694868,5","347434,25",
"1518","700329,5","1,1260678","5491,198","981423,6","1,0062672","953477,94","576371,1","1,2016137","94101,2","1672382,4","1","681363,2","340681,6",
"1519","700329,5","1,1260678","5491,198","981423,6","1,0062672","953477,94","576371,1","1,2016137","94101,2","1672382,4","1","681363,2","340681,6",
"1520","700329,5","1,4278861","6962,996","981423,6","1,0189195","965466,5","576371,1","1,7349802","135870,39","1672382,4","1","695170,56","347585,28",
"1521","700329,5","1,4278861","6962,996","981423,6","1,0189195","965466,5","576371,1","1,7349802","135870,39","1672382,4","1","695170,56","347585,28",
"1522","700329,5","1,4278861","6962,996","981423,6","1,0189195","965466,5","576371,1","1,7349802","135870,39","1672382,4","1","695170,56","347585,28",
"1523","700329,5","1,4278861","6962,996","981423,6","1,0189195","965466,5","576371,1","1,7349802","135870,39","1672382,4","1","695170,56","347585,28",
"1524","700329,5","1,4278861","6962,996","981423,6","1,0189195","965466,5","576371,1","1,7349802","135870,39","1672382,4","1","695170,56","347585,28",
"1525","700329,5","1,1260678","5491,198","981423,6","1,0062672","953477,94","630510,2","1,2016137","102940,22","1660191,4","1","680525,2","340262,6",
"1526","700329,5","1,1260678","5491,198","981423,6","1,0062671","953477,8","630510,2","1,166187","99905,27","1660191,4","1","679766,4","339883,2",
"1527","700329,5","1,4278859","6962,9956","981423,6","1,0189193","965466,4","630510,2","1,5860053","135870,39","1660191,4","1","692122,75","346061,38",
"1528","700329,5","1,1260678","5491,198","981423,6","1,0062671","953477,8","666362,5","1,166187","105586,125","1652844,5","1","679349,9","339674,94",
"1529","700329,5","1,1260678","5491,198","981423,6","1,0062671","953477,8","666362,5","1,1448855","103657,5","1652844,5","1","678867,75","339433,88",
"1530","700329,5","1,4278859","6962,9956","981423,6","1,0189193","965466,4","666362,5","1,5006734","135870,39","1652844,5","1","690286,06","345143,03",
"1531","700329,5","1,4278859","6962,9956","981423,6","1,0189193","965466,4","666362,5","1,5006734","135870,39","1652844,5","1","690286,06","345143,03",
"1532","700329,5","1,4278859","6962,9956","981423,6","1,0189193","965466,4","666362,5","1,5006734","135870,39","1652844,5","1","690286,06","345143,03",
"1533","700329,5","1,4278859","6962,9956","981423,6","1,0189193","965466,4","666362,5","1,5006734","135870,39","1652844,5","1","690286,06","345143,03",
"1534","662033,9","1,1260678","5190,927","981423,6","1,0062671","953477,8","666362,5","1,1448855","103657,5","1653266,5","1","678898,2","339449,1",
"1535","662033,9","1,1473746","5289,147","981423,6","1,0062671","953477,8","666362,5","1,1448855","103657,5","1653266,5","1","678922,75","339461,38",
"1536","662033,9","1,1473746","5289,147","981423,6","1,0062671","953477,8","666362,5","1,1448855","103657,5","1654816,1","1","679310,1","339655,06",
"1537","662033,9","1,1473746","5289,147","981423,6","1,0062671","953477,8","666362,5","1,1448855","103657,5","1654816,1","1","679310,1","339655,06",
"1538","662033,9","1,1473746","5289,147","1042183,6","1,0062671","1012507,8","666362,5","1,1448855","103657,5","1599849,5","1","680326","340163",
"1539","662033,9","1,1473746","5289,147","1042183,6","0,9595155","965466,25","666362,5","1,1448855","103657,5","1599849,5","1","668565,6","334282,8",
"1540","662033,9","1,1473746","5289,147","1042183,6","0,9595155","965466,25","699184,2","1,1448855","108763,15","1595160,4","1","668669,75","334334,88",
"1541","662033,9","1,1473746","5289,147","1042183,6","0,9595155","965466,25","699184,2","1,1266829","107033,91","1595160,4","1","668237,4","334118,7",
"1542","662033,9","1,1473746","5289,147","1133618,5","0,9595155","1050170,4","699184,2","1,1266829","107033,91","1519922,4","1","670603,94","335301,97",
"1543","662033,9","1,1473746","5289,147","1133618,5","0,88212335","965466,25","699184,2","1,1266829","107033,91","1519922,4","1","649427,9","324713,94",
"1544","662033,9","1,1473746","5289,147","1223720,8","0,88212335","1042203,4","699184,2","1,1266829","107033,91","1444901,8","1","649857","324928,5",
"1545","662033,9","1,1473746","5289,147","1223720,8","0,8171728","965466,2","699184,2","1,1266829","107033,91","1444901,8","1","630672,75","315336,38",
"1546","662033,9","1,5104825","6962,9956","1223720,8","0,8171728","965466,2","699184,2","1,4302274","135870,38","1444901,8","1","638300,3","319150,16",
"1547","662033,9","1,5104825","6962,9956","1223720,8","0,8171728","965466,2","699184,2","1,4302274","135870,38","1444901,8","1","638300,3","319150,16",
"1548","662033,9","1,5104825","6962,9956","1223720,8","0,8171728","965466,2","699184,2","1,4302274","135870,38","1444901,8","1","638300,3","319150,16",
"1549","662033,9","1,5104825","6962,9956","1223720,8","0,8171728","965466,2","699184,2","1,4302274","135870,38","1444901,8","1","638300,3","319150,16",
"1550","662033,9","1,5104825","6962,9956","1223720,8","0,8171728","965466,2","699184,2","1,4302274","135870,38","1444901,8","1","638300,3","319150,16",
"1551","662033,9","1,5104825","6962,9956","1223720,8","0,8171728","965466,2","699184,2","1,4302274","135870,38","1444901,8","1","638300,3","319150,16",
"1552","662033,9","1,1473746","5289,147","1307822,9","0,8171728","1031819,44","699184,2","1,1266829","107033,91","1386229,6","1","632593","316296,5",
"1553","662033,9","1,1473746","5289,147","1307822,9","0,7646229","965466,25","699184,2","1,1266829","107033,91","1386229,6","1","616004,75","308002,38",
"1554","662033,9","1,1473746","5289,147","1307822,9","0,7646229","965466,25","699184,2","1,1266829","107033,91","1386407,9","1","616049,25","308024,63",
"1555","662033,9","1,1473746","5289,147","1307822,9","0,7646229","965466,25","699184,2","1,1266829","107033,91","1386407,9","1","616049,25","308024,63",
"1556","657932,1","1,1473746","5256,377","1307822,9","0,7646229","965466,25","699184,2","1,1266829","107033,91","1386442,8","1","616049,8","308024,9",
"1557","657932,1","1,1497539","5267,2773","1307822,9","0,7646229","965466,25","699184,2","1,1266829","107033,91","1386442,8","1","616052,5","308026,25",
"1558","657932,1","1,1497539","5267,2773","1347876,9","0,7646229","995035,06","699184,2","1,1266829","107033,91","1359585,6","1","616730,5","308365,25",
"1559","657932,1","1,1497539","5267,2773","1347876,9","0,7419011","965466,2","699184,2","1,1266829","107033,91","1359585,6","1","609338,25","304669,13",
"1560","657932,1","1,1497539","5267,2773","1347876,9","0,7419011","965466,2","611020,5","1,1266829","93537,45","1374193,4","1","609616,06","304808,03",
"1561","657932,1","1,1497539","5267,2773","1347876,9","0,7419011","965466,2","611020,5","1,1784567","97835,73","1374193,4","1","610690,6","305345,3",
"1562","657932,1","1,5198991","6962,994","1347876,9","0,7419011","965466,2","611020,5","1,6365936","135870,36","1374193,4","1","620623,25","310311,63",
"1563","657932,1","1,1497539","5267,2773","1397279","0,7419011","1000852,3","611020,5","1,1784567","97835,73","1340222,6","1","611044,5","305522,25",
"1564","657932,1","1,1497539","5267,2773","1397279","0,7156705","965466,25","611020,5","1,1784567","97835,73","1340222,6","1","602198","301099",
"1565","657932,1","1,1497539","5267,2773","1459445,8","0,7156705","1008421,1","611020,5","1,1784567","97835,73","1299419,4","1","602735,9","301367,94",
"1566","657932,1","1,1497539","5267,2773","1459445,8","0,68518573","965466,25","611020,5","1,1784567","97835,73","1299419,4","1","591997,1","295998,56",
"1567","657932,1","1,1497539","5267,2773","1459445,8","0,68518573","965466,25","529981,56","1,1784567","84859,89","1313254,6","1","592212","296106",
